year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
2019,Senate,116,1,1,,,,Nomination of Allison Jones Rushing to the U.S. Court of Appeals for the Fourth Circuit,confirmation,2019-03-05,Passed,53,44,N,Y=Wrong; N=Right,35,https://voteview.com/rollcall/RS1160035,,5,"Judge Allison Jones Rushing has dedicated her brief legal career to representing corporations and advancing corporate interests over the rights of working people and is too inexperienced to serve on the U.S. Court of Appeals for the Fourth Circuit. Nevertheless, Judge Rushing's nomination was confirmed on March 5, 2019."
2019,Senate,116,1,2,,,,Nomination of Chad Readler to the U.S. Court of Appeals for the Sixth Circuit,confirmation,2019-03-06,Passed,52,47,N,Y=Wrong; N=Right,37,https://voteview.com/rollcall/RS1160037,,5,"The AFL-CIO opposes the nomination of Chad Readler to serve on the United States Court of Appeals for the Sixth Circuit. Mr. Readler has taken positions in both his professional and in personal capacities that align with those taken during his government service. As a private attorney, he advocated for restrictive voting laws, including voter roll purges and rolling back early voting. Mr. Readler was confirmed on March 6, 2019."
2019,Senate,116,1,3,,,,Nomination of Eric Murphy to the U.S. Court of Appeals for the Sixth Circuit,confirmation,2019-03-07,Passed,52,46,N,Y=Wrong; N=Right,39,https://voteview.com/rollcall/RS1160039,,5,"The AFL-CIO opposes the nomination of Eric Murphy to serve on the United States Court of Appeals for the Sixth Circuit, on both substantive and procedural grounds. Our nation deserves judges who treat all Americans fairly and demonstrate respect for democratic values. Mr. Murphy’s record leads us to the conclusion that he would not be such a judge. Nevertheless, he was confirmed on March 7, 2019."
2019,Senate,116,1,4,,,,Nomination of Naomi Rao to the U.S. Court of Appeals for the D.C. Circuit,confirmation,2019-03-13,Passed,53,46,N,Y=Wrong; N=Right,44,https://voteview.com/rollcall/RS1160044,,6,"Ms. Rao has associated herself with extreme ideological and disturbing views concerning date rape, racial and gender discrimination, and LGBGTQ rights. As a law professor, founder, and director of the Koch Foundation-funded Center for the Study of the Administrative State at the Antonin Scalia Law School, her academic writings reflect views far beyond the legal mainstream. Nevertheless, Ms. Rao's nomination was confirmed on March 13, 2019."
2019,Senate,116,1,5,,,,Nomination of Michael Truncale to the U.S. District Court for Eastern Texas,confirmation,2019-05-14,Passed,49,46,N,Y=Wrong; N=Right,108,https://voteview.com/rollcall/RS1160108,,6,"The AFL-CIO opposes the nomination of Michael Truncale for the Eastern District of Texas. Mr. Truncale has a deeply partisan record that raises very serious concerns about his ability to be open-minded and fair to all litigants. His nomination was confirmed on May 14, 2019."
2019,Senate,116,1,6,,,,Nomination of Michael Park to the U.S. Circuit Judge for the Second Circuit,cloture,2019-05-14,Agreed to,50,45,N,Y=Wrong; N=Right,109,https://voteview.com/rollcall/RS1160109,"vote_question 'confirmation' -> 'cloture': the roll call's own question is 'On the Cloture Motion'. The scorecard's value was inferred from its prose, which the 11 Aug 2026 review measured at ~8% wrong; result 'Passed' -> 'Agreed to', which follows the roll call ('Cloture Motion Agreed to') and the collection's convention for a cloture",6,"The AFL-CIO opposes the nomination of Michael H. Park to the U.S. Court of Appeals for the Second Circuit. His nomination was confirmed on May 14, 2019."
2019,Senate,116,1,7,,,,Nomination of Kenneth Lee to the U.S. Court of Appeals for the Ninth Circuit,confirmation,2019-05-15,Passed,52,45,N,Y=Wrong; N=Right,110,https://voteview.com/rollcall/RS1160110,,6,"The AFL-CIO opposes the nomination of Kenneth Lee to serve on the U.S. Court of Appeals for the Ninth Circuit on both procedural and substantive grounds. Mr. Lee has a career record that raises profound concerns about his ability to be impartial. His nomination was confirmed on May 15, 2019."
2019,Senate,116,1,8,,,,Nomination of Howard Nielson to the U.S. District Court of Utah,confirmation,2019-05-22,Passed,51,47,N,Y=Wrong; N=Right,123,https://voteview.com/rollcall/RS1160123,,6,"The AFL-CIO opposes the nomination of Howard Nielson to serve on the United States District Court of Utah. In our view, his record of extreme ideological partisanship makes him an unfit candidate. His nomination was confirmed on May 22, 2019."
2019,Senate,116,1,9,,,,Nomination of Matthew Kacsmaryk to the U.S. District Court for the Northern District of Texas,confirmation,2019-06-19,Passed,52,46,N,Y=Wrong; N=Right,172,https://voteview.com/rollcall/RS1160172,,7,"he AFL-CIO urges you to oppose the nomination of Matthew Kacsmaryk to serve on the United States District Court for the Northern District of Texas. Our nation’s courts need appointees who are not biased and will treat all Americans fairly—including LGBTQ individuals and working women. Our review of Kacsmaryk’s record leads us to the conclusion that he does not possess that background. His nomination was confirmed on June 19, 2019."
2019,Senate,116,1,10,H.R.,1327,HR1327-116,"Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act",passage,2019-07-23,Passed,97,2,Y,Y=Right; N=Wrong,224,https://voteview.com/rollcall/RS1160224,,7,"This bill will guarantee that those sickened as a result of the 9/11 attacks will receive compensation for their 9/11-related illnesses by fully funding the September 11th Victim Compensation Fund of 2001 through FY 2092. This bill passed the Senate on July 23, 2019, and was signed into law by President Trump on July 29, 2019."
2019,Senate,116,1,11,H.R.,3877,HR3877-116,Bipartisan Budget Act of 2019,passage,2019-08-01,Passed,67,28,Y,Y=Right; N=Wrong,262,https://voteview.com/rollcall/RS1160262,,7,"This bill increases the FY2020 and FY2021 discretionary spending limits for defense and nondefense spending and suspends the debt limit. After passing the House, the bill passed the Senate on August 1, 2019, and was signed into law on August 2, 2019."
2019,Senate,116,1,12,S.Res.,333,SRES333-116,Resolution to Insist on Paid Family Leave for Federal Personnel,passage,2019-09-25,Rejected,47,48,Y,Y=Right; N=Wrong,305,https://voteview.com/rollcall/RS1160305,,7,"This resolution introduced by Sen Brian Schatz (D-Hawaii) insists on paid family leave for federal personnel. The resolution failed on Sept. 25, 2019."
2019,Senate,116,1,13,,,,Nomination of Eugene Scalia for Secretary of Labor,confirmation,2019-09-26,Passed,53,44,N,Y=Wrong; N=Right,313,https://voteview.com/rollcall/RS1160313,,7,"The AFL-CIO opposes the nomination of Eugene Scalia to be Secretary of Labor. He has spent his entire career representing corporate interests and fighting against the interests of working people. Eugene Scalia is the antithesis of what is required from a Secretary of Labor and what working people deserve to expect from the Department of Labor. Corporations and the rich already have abundant representation in the Trump administration. Working people cannot afford to have yet another corporate defender representing them at the Labor Department. Scalia was confirmed on Sept. 26, 2019."
2019,Senate,116,1,14,,,,Nomination of Justin Walker to the U.S. District Court for the Western District of Kentucky,confirmation,2019-10-24,Passed,50,41,N,Y=Wrong; N=Right,333,https://voteview.com/rollcall/RS1160333,,8,"The AFL-CIO opposes the nomination of Justin Walker to the U.S. District Court for the Western District of Kentucky. Only ten years after his graduation from law school, Mr. Walker has extremely limited legal experience, minimal trial experience, and a deeply partisan record that raises very serious concerns about his ability to be fair and open-minded. He was confirmed on Oct. 24, 2019."
2019,Senate,116,1,15,S.J.Res.,52,SJRES52-116,Resolution to Repeal a Regulation That Allows the Sale of Junk Health Insurance Plans,passage,2019-10-30,Rejected,43,52,Y,Y=Right; N=Wrong,337,https://voteview.com/rollcall/RS1160337,,8,"This resolution would repeal a regulation issued by the Treasury and Health and Human Services departments that allow for the sale of junk health insurance plans. The resolution was defeated on Oct. 30, 2019."
2019,Senate,116,1,16,,,,Nomination of Steven Menashi to the U.S. Court of Appeals for the Second Circuit,confirmation,2019-11-14,Passed,51,41,N,Y=Wrong; N=Right,356,https://voteview.com/rollcall/RS1160356,,8,"The AFL-CIO opposes the nomination of Steven Menashi to serve on the United States Court of Appeals for the Second Circuit on both substantive and procedural grounds. Our nation deserves judges who treat all Americans fairly and demonstrate respect for democratic values. Nothing in Mr. Menashi’s record leads us to the conclusion that he would be such a judge. His nomination was confirmed on Nov. 14, 2019."
2019,Senate,116,1,17,,,,Nomination of Lawrence VanDyke to the U.S. Court of Appeals for the Ninth Circuit,confirmation,2019-12-11,Passed,51,44,N,Y=Wrong; N=Right,391,https://voteview.com/rollcall/RS1160391,,8,"The AFL-CIO opposes the nomination of Lawrence VanDyke to fill a vacancy on the United States Court of Appeals for the Ninth Circuit. Our opposition to Mr. VanDyke, who currently serves as the Deputy Assistant Attorney General for the Environment and Natural Resources Division at the U.S. Department of Justice, is rooted in both substantive and procedural grounds."
2019,Senate,116,1,18,H.R.,1865,HR1865-116,"Further Consolidated Appropriations Act, 2020",passage,2019-12-19,Passed,71,23,Y,Y=Right; N=Wrong,415,https://voteview.com/rollcall/RS1160415,,8,"This bill provides FY2020 appropriations for federal departments and agencies, and extends several expiring programs. After passing the House, the bill passed the Senate on Dec. 19, 2019, and was signed into law on Dec. 20, 2019."
2019,Senate,116,1,19,H.R.,1158,HR1158-116,"Consolidated Appropriations Act, 2020",passage,2019-12-19,Passed,81,11,Y,Y=Right; N=Wrong,428,https://voteview.com/rollcall/RS1160428,,8,"This bill provides FY2020 appropriations for federal departments and agencies. After passing the House, it passed the Senate on Dec. 19, 2019, and became law on Dec. 20, 2019."
