year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1988,Senate,100,2,1,S.,2527,S2527-100,Plant Closing Protections,passage,1988-07-06,Passed,72,23,Y,Y=Right; N=Wrong,645,https://voteview.com/rollcall/RS1000645,,8,"Over the last decade, no-notice plant closings in the country have occurred with alarming frequency. Each year over two million American workers lose their jobs in shutdowns and permanent layoffs. These economic catastrophes affect not only large industrial cities but small towns and rural areas, as well. Every economic region and economic sector have been hit; even the highly touted computer and service industries have been plagued by plant shutdowns and lost jobs. In 1987, a plant closing amendment was added to the Senate version of the House-passed trade bill, thanks to the hard work of Senators Howard Metzenbaum (D-Ohio) and Ted Kennedy (D-Mass.). The plant closing section provided workers at job sites of 100 or more employees with 60-day advance notice of a permanent plant closing. The amendment also established a unit in the U.S. Department of Labor to oversee federal and state programs assisting the re-employment of dislocated workers. Nearly $1 billion was authorized, primarily for state delivery of training, education, job-search assistance and other services to help displaced workers. President Reagan made good on his threat to veto the omnibus trade bill because of the plant closing provision and the Senate failed to override the veto. Immediately, the Democratic leadership agreed on a strategy to resurrect the plant closing legislation and to pass it as a separate bill. Amid an explosion of public support for the plant closing bill and with the help of effective grass-roots lobbying by union members throughout the country, the Senate - by an overwhelming 72-23 vote on July 6 - passed the measure. Because the margins in both the House and Senate were ""veto-proof,"" President Reagan was forced to back off, allowing the bill to become law without his signature. For - Right. Against - Wrong."
1988,Senate,100,2,2,H.R.,3,HR3-100,Trade I,veto override,1988-06-08,Rejected,61,37,Y,Y=Right; N=Wrong,589,https://voteview.com/rollcall/RS1000589,"bill inferred as H.R. 3: Voteview leaves roll 589's bill_number empty but its dtl_desc names the Omnibus Trade and Competitiveness Act, and the House override of the same veto (roll 634) is tagged HR3",8,"On May 24, President Reagan vetoed the long-awaited omnibus trade bill. As his major objection, he cited the plant closing provision. Despite the fact that 82% of the American public supported the provision as a matter of simple fairness, the Reagan Administration lobbied many Republican Senators into treating this as a party-line issue. The 61-37 vote, on June 8, fell short of the two-thirds needed for an override. For - Right. Against - Wrong."
1988,Senate,100,2,3,S.,2662,S2662-100,Trade II - Apparel and Shoe Imports,passage,1988-09-09,Passed,57,32,Y,Y=Right; N=Wrong,744,https://voteview.com/rollcall/RS1000744,,9,"Another trade bill of major importance was legislation to regulate the influx of textile and shoe imports into the United States. Devastation of this industry over the last decade has been accompanied by an epidemic of plant shutdowns and over 300,000 lost jobs, despite 1974 international trade agreements to provide for the orderly growth of textile and apparel imports. Today, apparel and shoe imports account for nearly 60% and 80% respectively of the U.S. market. The House-passed legislation, backed by the AFL-CIO, would have forced compliance with existing trade agreements for textiles, while also providing relief for the import-stricken shoe industry. President Reagan had vetoed similar legislation in 1985. Under the 1987 version, imports of 185 categories of textiles and apparel would be limited to a one percent annual increase, based on 1986 levels. Despite strong Reagan Administration opposition and a lobbying blitz by retail associations, the Senate passed its version of the textile bill on September 9 by a 57-32 vote. President Reagan later vetoed the bill. The veto override effort failed. For - Right. Against - Wrong."
1988,Senate,100,2,4,S.,2355,S2355-100,Trade III - Buy American,motion to table,1988-05-12,Rejected,32,64,N,Y=Wrong; N=Right,552,https://voteview.com/rollcall/RS1000552,,9,"The nation's security would be at risk if the logistical needs of our military could not be supplied by our own domestic manufacturing firms. The AFL-CIO has traditionally supported legislation requiring the armed forces to buy American-made goods. While considering the Defense Authorization bill, the Senate Armed Services Committee agreed to an amendment to erode ""Buy American"" protections. Promoted by Sen. Phil Gramm (R-Tex.), this proposal would have allowed the purchase of foreign-made goods if a 10% savings could be shown over the cost of buying U.S. goods and if the country of origin were not more restrictive in military procurement than the U.S. This provision failed to take into consideration that most of our so-called trading partners subsidize their manufacturers in order to gain access to lucrative U.S. government contracts. Recognizing how easily the committee language could be used by foreign producers to further decimate our strategic industries, Sen. John Heinz (R-Pa.) offered an amendment during Senate floor debate to restore the ""Buy American"" safeguards. On May 12, by a 32-64 margin, the Senate voted against a motion by Sen. Gramm to table the Heinz amendment, which was later adopted by a voice vote. For tabling - Wrong. Against tabling - Right."
1988,Senate,100,2,5,H.R.,4637,HR4637-100,Trade IV - Export of Jobs,motion to table,1988-09-30,Agreed to,72,23,N,Y=Wrong; N=Right,763,https://voteview.com/rollcall/RS1000763,,9,"The U.S. Overseas Private Investment Corporation (OPIC) is a taxpayer-financed government bureau that insures U.S. corporate investment abroad against losses from political and other risks. The AFL-CIO has consistently opposed continuation of OPIC because it encourages U.S. firms to invest in other countries, draining this country of much-needed investment revenue and resulting in the loss of U.S. jobs and production capabilities. During 1988 Senate debate on a foreign aid appropriations bill, Sen. Howard Metzenbaum (D-Ohio) offered a labor-backed amendment to restrict the job-exporting operations of OPIC. His amendment would have prohibited OPIC from insuring any project that produces exports to the U.S. of goods directly competitive with U.S. products. This prohibition would not apply to countries with annual per capita incomes of $984 or less. On a tabling motion by Sen. Terry Sanford (D-N.C.), the Metzenbaum proposal was defeated by a 72-23 vote on September 30. For tabling - Wrong. Against tabling - Right."
1988,Senate,100,2,6,S.,1904,S1904-100,Polygraph Protection,motion to table,1988-03-02,Agreed to,57,35,Y,Y=Right; N=Wrong,460,https://voteview.com/rollcall/RS1000460,,9,"The use of polygraphs reached shocking levels in the American workplace by the 1980s. Workers in the private sector are subjected to more than two million ""lie detector"" tests every year, four times the number given just ten years ago. According to estimates, at least 200,000 Americans lose jobs or are denied employment opportunities solely because of inaccurate ""lie detector"" tests. Because of the continuing widespread abuse of polygraphs and their lack of reliability, 22 states have limited or outlawed polygraph examinations in the workplace. But a state-by-state approach to banning these devices would have taken years to accomplish. Thus a uniform federal prohibition was needed. To put an end to this abuse of workers' rights, the AFL-CIO supported House-passed, bipartisan legislation sponsored by Sen. Ted Kennedy (D-Mass.), outlawing the use of polygraphs in most private sector workplaces. When the bill came to the Senate floor, opponents led by Sen. Phil Gramm (R-Tex.) attempted to sidetrack the legislation by substituting an amendment to continue to allow employers to administer polygraphs under guidelines established in 1984 by the Department of Defense. By a 57-35 vote on March 2, the Senate agreed to a tabling motion by Sen. Kennedy to block the Gramm amendment. The legislation was later signed into law. For tabling - Right. Against tabling - Wrong."
1988,Senate,100,2,7,S.,79,S79-100,Job Safety,cloture,1988-03-29,Rejected,42,52,Y,Y=Right; N=Wrong,499,https://voteview.com/rollcall/RS1000499,"record 7 has no printed page: the scoreboard leaf carrying Senate records 7 and 8 is missing from every copy of the PDF. Identified from the roster grid, whose column 7 is headed 'Job Safety' and whose 21 legible cells are reproduced by Voteview roll 499 and by no other roll call of the 100th Senate; date, tally and position all follow from that match",,
1988,Senate,100,2,8,S.,837,S837-100,Minimum Wage,cloture,1988-09-23,Rejected,56,35,Y,Y=Right; N=Wrong,756,https://voteview.com/rollcall/RS1000756,"record 8 has no printed page: the scoreboard leaf carrying Senate records 7 and 8 is missing from every copy of the PDF. Identified from the roster grid, whose column 8 is headed 'Minimum Wage' and whose 20 legible cells are reproduced by Voteview roll 756, the only 1988 minimum-wage roll call that fits them; date, tally and position all follow from that match",,
1988,Senate,100,2,9,S.,2488,S2488-100,Family Leave,cloture,1988-10-07,Rejected,50,46,Y,Y=Right; N=Wrong,775,https://voteview.com/rollcall/RS1000775,"date 1988-10-06 -> 1988-10-07 per Voteview roll 775, the cloture vote on S. 2488; roll 775 is the first vote of 7 October and the card is describing the sitting that began on 6 October. The record's printed heading was on the missing leaf; the title here is the roster grid's column heading",10,"To protect working parents, the AFL-CIO supported legislation to provide a national leave policy allowing up to 10 weeks of job-protected, unpaid time off for workers to meet parental responsibilities to deal with serious health problems affecting themselves or their family. This would have included, for example, the birth of a newborn or the adoption of a child. When the bill, originally introduced by Senator Chris Dodd (D-Conn.), was brought to the Senate floor, conservative Republicans led the charge against this pro-family legislation. Democratic Majority Leader Robert Byrd (W.Va.) tried in vain to stop the filibuster led by Republican Minority Leader Robert Dole (Kan.). Byrd's motion to invoke cloture was defeated on October 6 by a 50-46 vote - 10 short of the 60 votes needed to invoke cloture. For cloture - Right. Against cloture - Wrong."
1988,Senate,100,2,10,S.,2238,S2238-100,Pay Equity for Women,motion to table,1988-10-07,Rejected,14,72,N,Y=Wrong; N=Right,777,https://voteview.com/rollcall/RS1000777,tally 72-14 -> 14-72 per Voteview roll 777; the card prints the prevailing side first - 72 senators defeated the motion to table the Cranston-Evans amendment and 14 supported it,10,"Equal pay for work of comparable value is a major goal of the American labor movement. In recent years, labor's concern for pay equity has led to legislative and judicial efforts to assure that women workers are not the victims of wage discrimination caused by pay classification plans which fail to compensate them adequately for their level of skills. In the Senate, the AFL-CIO backed legislation sponsored by Senators Alan Cranston (D-Calif.) and Dan Evans (R-Wash.) to advance the cause of pay equity for women at the federal level. Their bill provided for an independent study to determine whether the federal government salary structure undervalued jobs that are filled primarily by women. If such discrimination existed, the measure required development of legislative proposals to close the pay gaps. Pay reductions in predominantly male occupations were specifically prohibited. The key vote on the Cranston-Evans proposal came on a carefully orchestrated parliamentary measure. With time running out in the Senate, Democratic Majority Leader Robert Byrd (W.Va.) allowed Senators Cranston and Evans to offer their bill as an amendment to an unrelated tax bill. However, in order not to open the door to a host of other unrelated amendments that might delay or doom the tax bill, they moved to first table their own amendment and then to withdraw it. This would thus guarantee a recorded vote in the Senate on Pay Equity. By a 72-14 vote on October 7, the Senate defeated the tabling motion and the amendment was withdrawn. For tabling - Wrong. Against tabling - Right."
