year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1995,Senate,104,1,1,S.,1,S1-104,Unfunded Mandates/Labor Standards,motion to table,1995-01-19,Agreed to,53,44,N,Y=Wrong; N=Right,29,https://voteview.com/rollcall/RS1040029,,1,"During consideration of a bill to ban all unfunded mandates, an amendment was offered to exempt from such bans labor standards as child labor and minimum wage laws. While the AFL-CIO opposed the entire bill because it is a smoke screen to attack or eliminate all federal regulations, the AFL-CIO supported the amendment as an attempt to make the bill less onerous to workers. It was tabled Jan. 19 by a 53-44 vote. (DEM: 1-44; REP: 52-0) Yes - Wrong. No - Right."
1995,Senate,104,1,2,H.J.Res.,1,HJRES1-104,Balanced Budget/Social Security,motion to table,1995-02-14,Agreed to,57,41,N,Y=Wrong; N=Right,65,https://voteview.com/rollcall/RS1040065,,1,"The AFL-CIO opposed a resolution calling for a constitutional amendment requiring a balanced federal budget because of massive cuts (about $1 trillion) in vital programs, the crippling of Congress' ability to fight recessions and inflation and its distortion of constitutional checks and balances. An amendment to exclude and protect Social Security from the amendment's scope, which the AFL-CIO supported, was tabled Feb. 14 by a 57-41 vote. (DEM: 7-39; REP: 50-2) Yes - Wrong. No - Right."
1995,Senate,104,1,3,H.J.Res.,1,HJRES1-104,Balanced Budget/Final Passage,passage,1995-03-02,Rejected,65,35,N,Y=Wrong; N=Right,98,https://voteview.com/rollcall/RS1040098,,1,"The Senate defeated the balanced budget amendment March 2 by a 65-35 vote, one vote short of the required two-thirds majority. (DEM: 14-33; REP: 51-2) Yes - Wrong. No - Right."
1995,Senate,104,1,4,H.R.,889,HR889-104,Striker Replacement Executive Order,cloture,1995-03-15,Rejected,58,39,N,Y=Wrong; N=Right,103,https://voteview.com/rollcall/RS1040103,,1,"During consideration of the Defense Department supplemental appropriation, an amendment was offered to bar the White House from using funds to implement its order barring the government from doing business with contractors who use permanent replacement workers. Backers of the order filibustered the amendment and an AFL-CIO-opposed motion to shut off debate failed March 15 by a 58-39 margin, two votes short of the required number. (DEM: 5-39; REP 53-0) Yes - Wrong. No - Right."
1995,Senate,104,1,5,S.Con.Res.,13,SCONRES13-104,Budget Resolution/Medicare,amendment,1995-05-22,Rejected,46,52,Y,Y=Right; N=Wrong,173,https://voteview.com/rollcall/RS1040173,,1,"The resolution would have slashed about $1 trillion in vital spending and forced working families to pay more for Medicare and higher education in order to pay for tax cuts for the wealthy. An amendment was offered to restore $100 billion of the $170 billion in tax cuts for Medicare and Medicaid. The amendment, backed by the AFL-CIO, failed on May 22 by a 46-52 vote. (DEM: 45-1; REP: 1-51) Yes - Right. No - Wrong."
1995,Senate,104,1,6,H.Con.Res.,67,HCONRES67-104,Budget Resolution/Final Passage,budget resolution,1995-05-25,Passed,57,42,N,Y=Wrong; N=Right,232,https://voteview.com/rollcall/RS1040232,"the printed key forces roll 232 outright; the note is for the REVERSED key, which the pipeline also searches and which matches roll 209 of the same day (42-57, a motion to waive the Budget Act). Voteview's dtl_desc rules it out: the record describes final passage of the budget resolution, which is roll 232.",1,"After inserting its version of Medicare cuts and tax breaks for the wealthy into the House measure, the Senate passed the budget resolution May 25 by a 57-42 vote. (DEM: 3-42; REP: 54-0) Yes - Wrong. No - Right."
1995,Senate,104,1,7,S.,343,S343-104,Regulatory Reform/OSHA,motion to table,1995-07-14,Agreed to,58,39,N,Y=Wrong; N=Right,307,https://voteview.com/rollcall/RS1040307,,1,The AFL-CIO opposed a bill drafted under the guise of regulatory reform that threatened workplace health and safety and environmental standards. An amendment supported by the AFL-CIO would have protected OSHA and MSHA safety standards. That was tabled July 14 by a 58-39 vote. (DEM: 7-37; REP: 51-2) Yes - Wrong. No - Right.
1995,Senate,104,1,8,S.,343,S343-104,Regulatory Reform/Cloture,cloture,1995-07-20,Rejected,58,40,N,Y=Wrong; N=Right,315,https://voteview.com/rollcall/RS1040315,,1,"The entire bill, opposed by the AFL-CIO, would have decimated workplace health and safety, environmental and public health safeguards. Opponents staged a filibuster against the bill. Two earlier attempts to end the debate failed and on July 20 a third attempt was defeated by a 58-40 vote. Sixty votes are required for cloture. (DEM: 4-40; REP: 54-0) Yes - Wrong. No - Right."
1995,Senate,104,1,9,H.R.,1854,HR1854-104,Appropriations/Affirmative Action,amendment,1995-07-20,Rejected,36,61,N,Y=Wrong; N=Right,317,https://voteview.com/rollcall/RS1040317,,1,"An amendment to the legislative appropriations bill would have overturned all federal affirmative action programs. Opposed by the AFL-CIO, the amendment failed July 20 by a 36-61 vote. (DEM: 3-42; REP: 33-19) Yes - Wrong. No - Right."
1995,Senate,104,1,10,S.,1357,S1357-104,Minimum Wage/Budget Reconciliation,motion,1995-10-27,Rejected,51,48,Y,Y=Right; N=Wrong,519,https://voteview.com/rollcall/RS1040519,"the key does not force this row: four roll calls of 27 Oct 1995 on S. 1357 are 51-48. Voteview's dtl_desc settles it - roll 519 is the only one on increasing the federal minimum wage, and needed three-fifths (51 + 9 = 60), which is the shortfall the record states.",1,"During Senate debate on the budget reconciliation, a motion was offered to suspend the rules to allow a vote on legislation to increase the minimum wage. The motion, backed by the AFL-CIO, failed by a 51-48 vote Oct. 27, nine votes short of the number required to suspend the rule. (DEM: 46-0; REP: 5-48) Yes - Right. No - Wrong."
