year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1987,Senate,100,1,1,H.R.,2,HR2-100,Jobs,veto override,1987-04-02,Passed,67,33,Y,Y=Right; N=Wrong,60,https://voteview.com/rollcall/RS1000060,,8,"The 1986 election swept the Democrats back into control of the U.S. Senate and their first major legislative confrontation with President Reagan came on jobs legislation. With the nation's transportation infrastructure decaying, its roads and bridges deteriorating, Reagan vetoed an $88-billion highway/mass transit funding bill. With 700,000 construction jobs hanging in the balance, the Senate followed the House and voted 67-33 on Apr. 2 to override the veto. In a major setback for the President, many Republican Senators deserted Reagan and joined the override effort. For - Right. Against - Wrong."
1987,Senate,100,1,2,S.,1420,S1420-100,Trade Law Reform,amendment,1987-07-10,Adopted,87,7,Y,Y=Right; N=Wrong,187,https://voteview.com/rollcall/RS1000187,,8,"As the increase in U.S. trade deficits continued to take its toll, the Reagan Administration chose to sit on the sidelines extolling the virtues of outmoded free-trade principles while our trade competitors systematically targeted many U.S. industries for extinction. From 1980 to 1986, the trade deficit for manufactured goods went from a positive balance of $13 billion to a deficit of $145 billion. Although the total U.S. deficit reached a staggering $170 billion in 1986, the Reagan Administration relied almost exclusively on the manipulation of the value of the dollar while ignoring more systematic means to reduce excessive trade surpluses and eliminate unfair foreign trade practices. Congress took the opposite tack and began to move forward on far-reaching trade reform legislation. Following House passage of a tough trade bill, the Senate began debate on its version of the legislation. During Senate deliberations Senators Don Riegle (D-Mich.) and John Danforth (R-Mo.) drafted a Finance Committee amendment, backed by labor, which strengthened the original committee bill. Their proposal amended Section 301 of U.S. trade law to set up a new ""Super 301"" procedure to eliminate unfair trade practices by our global competitors. Under their proposal, the U.S. trade representative would be required to identify countries with unfair trade practices, place a dollar value on the injury to the U.S. economy, and initiate steps to remove those practices within 15 to 19 months. The offending nation would be required to buy more U.S. goods, meeting the dollar-for-dollar estimate of injury over a three-year period. If an agreement were reached with a country, possible retaliatory action against unfair trade practices would be suspended. However, in either case the measures for compliance would increase U.S. exports to that country. Offered by Senate leaders Robert Byrd (D-W.Va.) and Bob Dole (R-Kan.), the adoption of the Riegle-Danforth proposal was approved by an overwhelming 87-7 vote on July 10. Later the Senate approved the omnibus trade bill. For - Right. Against - Wrong."
1987,Senate,100,1,3,S.,1420,S1420-100,Plant Closing Protections,amendment,1987-07-09,Rejected,40,60,N,Y=Wrong; N=Right,180,https://voteview.com/rollcall/RS1000180,,9,"Plant closings in this country are occurring with alarming frequency. In fact, each year more than two million American workers lose their jobs in plant closings and permanent layoffs. These shutdowns affect not only large industrial cities but small towns and rural areas. Every economic region and economic section has been hit. Even the highly touted computer and service fields have been plagued by plant shutdowns and lost jobs. In 1987 the AFL-CIO backed plant closing protection legislation introduced by Senators Edward M. Kennedy (D-Mass.) and Howard Metzenbaum (D-Ohio). The legislation was designed to provide workers with reasonable advance notice of an impending plant shutdown. The bill also established a dislocated workers' unit in the U.S. Dept. of Labor to oversee federal and state programs assisting the re-employment of dislocated workers. Nearly one billion dollars was authorized, primarily for state delivery of training, education, job search assistance and other services to help displaced workers. As a free-standing bill, the plant closing measure faced a sure Senate filibuster by anti-labor conservatives led by Sen. Dan Quayle (R-Ind.). To stop a filibuster would have taken 60 votes. Knowing this, Kennedy and Metzenbaum decided on a strategy to add a scaled-down version of their original plant closing bill to the omnibus trade legislation. Their amendment required the establishment of the dislocated workers' unit, authorized $1 billion in assistance funds, and mandated that any U.S. employer with more than 100 employees must give affected workers 60 days advance notice of a permanent plant closing. The Senate gave final approval to this proposal, rejecting by a 40-60 vote on July 9 an amendment by Sen. Quayle to strike the plant closing protection language from the trade bill. At year's end the plant closing amendment was one of many issues that remained unresolved in the continuing House-Senate conference on the trade bill. For - Wrong. Against - Right."
1987,Senate,100,1,4,S.,1174,S1174-100,Protecting Fair Wages for Construction Workers,motion to table,1987-09-29,Agreed to,56,41,Y,Y=Right; N=Wrong,284,https://voteview.com/rollcall/RS1000284,,9,"The 1931 Davis-Bacon Act insures that workers on federally financed construction projects will be paid at wage rates that prevail in their area of the country. For over 50 years this law has assured that contractors who uphold community labor standards have a fair chance to compete for government projects without being underbid by firms using cut-rate labor. It has also protected the government and taxpayers from fly-by-night operators seeking to win federal contracts by paying wages too low to attract competent craftsmen. During Senate debate on a Dept. of Defense authorization bill, Sen. Phil Gramm (R-Tex.) offered an amendment to exempt 80 percent of all military construction from the fair-wage standards of the Davis-Bacon law. Gramm's amendment would have accomplished this by increasing the $2,000 contract threshold to $250,000. By a 56-41 vote on Sept. 29, the Senate agreed to a motion by Sen. Alan Dixon (D-Ill.) to table and thus kill the Gramm proposal. For Tabling - Right. Against Tabling - Wrong."
1987,Senate,100,1,5,S.,1174,S1174-100,Service Contract Act,motion to table,1987-09-29,Agreed to,67,30,Y,Y=Right; N=Wrong,285,https://voteview.com/rollcall/RS1000285,,10,"The assault on the nation's fair labor standards laws by Senate conservatives continued in 1987. One of the most serious attacks came against the 1965 Service Contract Act (SCA). Patterned after the Davis-Bacon Act, the SCA is based on the principle that the federal government should not give contracts to employers who underbid by paying their workers less than community wage scales. The SCA protects the living standards of those who are employed as a direct result of federal government service contracts, particularly those in low-wage occupations. During Senate consideration of the Dept. of Defense (DOD) authorization bill, Sen. Phil Gramm (R-Tex.), who has also led the perennial assaults on the Davis-Bacon Act, took aim at SCA contract protections for DOD workers. His amendment would have raised SCA-covered contracts from the current $2,500 threshold to $1 million. This would have eliminated almost 90 percent of all contracts currently protected by the SCA. Such a change would have drastically affected the income levels of thousands of service workers, many of whom are minority and female employees in low-wage occupations. During Senate consideration of the Pentagon funding bill, Sen. Alan Dixon (D-Ill.) offered a motion to table the Gramm amendment. By an overwhelming 67-30 vote on Sept. 29, the Senate agreed to table and thus kill the amendment. For Tabling - Right. Against Tabling - Wrong."
1987,Senate,100,1,6,S.,387,S387-100,Collective Bargaining Rights,amendment,1987-02-04,Rejected,30,70,N,Y=Wrong; N=Right,20,https://voteview.com/rollcall/RS1000020,,10,"In 1964 when Congress approved the Urban Mass Transportation Act, many of our nation's urban transit authorities were still privately owned. With the 1964 law came an infusion of public funds, which in many instances paved the way for public ownership of these private transit systems. To protect pre-existing collective bargaining rights of mass transit employees the law included Section 13(c) which would guarantee against abrogation of collective bargaining agreements and loss of jobs, pay or benefits by transit workers during public takeovers. In recent years congressional conservatives have sought to weaken 13(c) protections. In 1987 Sen. Phil Gramm (R-Tex.) offered an amendment to a mass transit funding bill that would have prevented representatives of mass transit employees from negotiating vital job protections and other work guarantees with federal transit fund recipients who subcontracted existing service to private operators. The Gramm amendment was soundly rejected by a 30-70 vote on Feb. 4. For - Wrong. Against - Right."
1987,Senate,100,1,7,S.,1485,S1485-100,Worker Protections in Mergers,substitute,1987-10-30,Adopted,64,28,Y,Y=Right; N=Wrong,360,https://voteview.com/rollcall/RS1000360,,11,"An example of the Reagan Administration's hostility toward workers has been its refusal to enforce congressionally mandated labor-protective provisions (LPPs) for transportation industry workers adversely affected by mergers and acquisitions. When the Civil Aeronautics Board announced in the early 1980s that it intended to abandon its policy of imposing LPPs, Congress responded by directing that these protections should continue to be imposed. The Dept. of Transportation (DOT) refused to follow this directive, thereby allowing companies to thumb their noses at their workers. To force the Administration to enforce these protections, Sen. Brock Adams (D-Wash.) offered an amendment to an airline consumer protection bill which would require the Secretary of Labor to force airlines to pay benefits to workers hurt by airline mergers unless the cost of payments outweighs the financial benefits of the transaction. The Senate approved the amendment by a 64-28 vote on Oct. 30. The airline bill was later approved and awaits final action by a House-Senate conference. For - Right. Against - Wrong."
1987,Senate,100,1,8,,,,Bork Confirmation,confirmation,1987-10-23,Rejected,42,58,N,Y=Wrong; N=Right,348,https://voteview.com/rollcall/RS1000348,,11,"In 1987 President Reagan nominated Robert Bork to replace retired Justice Lewis Powell on the U.S. Supreme Court. Bork's confirmation would have altered the balance of the Supreme Court while jeopardizing the judicial achievements of the past 30 years, particularly in the areas of civil rights and civil liberties. As a law professor, government official and judge, Bork had written, spoken out or ruled against many of the advances in constitutional civil rights and civil liberties made through the courts. His record on labor issues as well as on consumer rights and government regulation showed a distinct anti-worker, pro-business bias. For these reasons, the AFL-CIO joined with a coalition of civil rights, women's, religious and other groups to fight the Bork nomination. On Oct. 23 the Senate, by an overwhelming 42-58 vote, denied confirmation of this Reagan nominee. For - Wrong. Against - Right."
1987,Senate,100,1,9,S.,742,S742-100,Fairness in Broadcasting,passage,1987-04-09,Passed,59,31,Y,Y=Right; N=Wrong,75,https://voteview.com/rollcall/RS1000075,"date 1987-04-21 -> 1987-04-09 per Voteview roll 75; 59-31 occurs once in the 1987 Senate and roll 75 is the passage vote on S. 742, the Fairness in Broadcasting Act",11,"For several decades the Fairness Doctrine has been the mainstay of the national broadcast policy of the Federal Communications Commission (FCC). In exchange for access to the public airways, television and radio broadcasters are required to serve the public interest. As a consequence of this doctrine, reasonable attention is paid to controversial issues of public importance. Opposing views on such issues are assured of a hearing, a principle of vital importance to organized labor in an era of increasing corporate ownership of media outlets. In 1987 Reagan's FCC anti-regulatory appointees abolished the Fairness Doctrine, despite strong opposition from labor, consumer, and other public-interest groups. In response, Congress passed labor-backed legislation to codify the Fairness Doctrine into law and insure FCC enforcement. The key vote in the Senate came when the bill was approved by a 59-31 vote on Apr. 21. The bill was later vetoed by President Reagan. For - Right. Against - Wrong."
1987,Senate,100,1,10,H.R.,1827,HR1827-100,Immigration,amendment,1987-05-21,Adopted,48,45,N,Y=Wrong; N=Right,124,https://voteview.com/rollcall/RS1000124,,12,"For almost a decade, Congress tried to come to grips with the massive flow of illegal immigration into the United States. Hundreds of thousands of undocumented workers flocked across our borders in search of employment. They created a pool of low-wage, exploitable workers who undercut job opportunities, wage levels and working conditions for American workers. Recognizing this, the last Congress passed a labor-supported omnibus immigration reform bill, which among its many provisions imposed sanctions on employers who knowingly hire persons not legally authorized to work in the United States. Out of deference to employer interests, imposition of sanctions was delayed for six months to give businesses time to adjust to the new law. However, in 1987, an attempt was made again to postpone enforcement of employer sanctions. During debate on a supplemental appropriations bill, Sen. Dennis DeConcini (D-Ariz.) offered an amendment to provide for an additional four-month delay. Despite labor opposition, the amendment was approved 48-45 on May 21. For - Wrong. Against - Right."
