year,chamber,congress,session,aflcio_num,bill_type,bill_number,bill_id,bill_title,vote_question,date,result,yea_total,nay_total,aflcio_position,aflcio_label,voteview_rollnumber,voteview_url,corrections,source_page,aflcio_description
1979,Senate,96,1,1,S.,210,S210-96,Right-to-Work,motion to table,1979-04-30,Agreed to,68,24,Y,Y=Right; N=Wrong,67,https://voteview.com/rollcall/RS0960067,,7,"Newly elected right-wing conservatives wasted little time in beginning their anti-labor assault in the 96th Congress. Freshman Sen. Roger Jepsen (R-Iowa) tried his luck with a ""right-to-work"" amendment during debate on a bill creating a separate Dept. of Education. His amendment would have forced the new department to write federal regulations prohibiting school bargaining units from negotiating union security agreements that require new employees to join the union and pay their fair share of contract costs. Ruled out of order, Jepsen appealed the ruling. Majority Leader Sen. Robert Byrd (D-W.Va.) offered a motion to table the appeal, which the Senate approved, 68-24, on Apr. 30, thus killing the proposal. For tabling - Right. Against tabling - Wrong."
1979,Senate,96,1,2,H.R.,3875,HR3875-96,Davis-Bacon I,amendment,1979-07-13,Rejected,35,57,N,Y=Wrong; N=Right,165,https://voteview.com/rollcall/RS0960165,,7,"After thwarting labor law reform, situs picketing and other key labor legislation in the last Congress, big business launched a major effort in the 96th Congress to undo longstanding labor standards. Their first target: elimination of the wage protections of the Davis-Bacon Act, a 48-year-old law requiring the payment of prevailing wages to building trades workers on federally-financed construction projects. Davis-Bacon discourages cut-throat contract bidding based on paying low wages. The first attack came on an amendment by Sen. Jake Garn (R-Utah) to a federal housing bill. He proposed exempting the Davis-Bacon journeymen-apprenticeship ratio from residential rehabilitation projects undertaken by federally-funded, non-profit neighborhood groups. The Senate on July 13 rejected the amendment, 35-57. The AFL-CIO urged grass roots activities on this vote. For - Wrong. Against - Right."
1979,Senate,96,1,3,S.,1319,S1319-96,Davis-Bacon II,motion to table,1979-07-30,Rejected,40,57,N,Y=Wrong; N=Right,233,https://voteview.com/rollcall/RS0960233,position Y -> N: the card prints `For tabling - Right.` but its own sentence says the AFL-CIO backed Melcher and that Exon's motion to table him was beaten; the roster grid agrees with the sentence,7,"Conservatives on the Senate Armed Services Committee succeeded in tacking onto a military funding bill a provision waiving Davis-Bacon protections on military construction projects. During floor debate Sen. John Melcher (D-Mont.) offered an amendment increasing to $10,000 from $2,000 the dollar threshold on contracts exempt from Davis-Bacon. His amendment, which excluded maintenance and repair work, also carried safeguards preventing builders from subdividing contracts to escape the new threshold. The AFL-CIO and its building trades' unions backed the Melcher amendment as a realistic change in the law and as a way to block a pending amendment by Sen. James Exon (D-Neb.) to bump the threshold to $50,000. If Exon had succeeded, one-fourth of construction workers on all federal projects would have lost Davis-Bacon protections. Exon's attempt to table the Melcher amendment was beaten, 40-57, on July 30. The AFL-CIO urged grass roots activities on this vote. For tabling - Right. Against tabling - Wrong."
1979,Senate,96,1,4,H.R.,111,HR111-96,Collective Bargaining Rights,amendment,1979-07-26,Adopted,53,45,Y,Y=Right; N=Wrong,220,https://voteview.com/rollcall/RS0960220,,7,"The Senate Armed Services Committee, dominated by conservatives, continued its anti-worker ways by eliminating House-approved collective bargaining protections for Canal Zone workers in legislation to implement the 1978 Panama Canal treaties. The House bill gave these workers the safeguards of Title VII of the 1978 Civil Service Reform Act which established a collective bargaining system covering all issues except wages, which are set separately by law. During floor debate, Sen. Charles Mathias (R-Md.) succeeded in reversing the committee action. The Senate adopted his amendment to restore the Title VII protections, 53-45, on July 26. For - Right. Against - Wrong."
1979,Senate,96,1,5,H.R.,4389,HR4389-96,Job Safety I,motion,1979-07-20,Agreed to,54,38,N,Y=Wrong; N=Right,200,https://voteview.com/rollcall/RS0960200,,7,"The business-backed attack on working people was also directed at crippling the federal Occupational Safety & Health Act which protects American workers on the job. Sen. Frank Church (D-Ida.) offered an OSHA amendment to a Labor Dept. funding bill exempting job-safety inspections on all businesses of 10 or fewer employees with so-called ""low"" overall accident rates. His amendment excluded some 9.7 million workers or 15 percent of all employees covered by OSHA as well as 70 percent of businesses now subject to OSHA inspections. The industry classifications used in the Church amendment lumped safe and hazardous business together, leaving unprotected many workers in the most dangerous occupations. Despite strong AFL-CIO opposition, the Church amendment was ruled germane, that is, relevant to the bill, by a 54-38 vote on July 20, thus clearing the amendment for passage. (However, a compromise amendment, proposed by Senators Ted Stevens (R-Alaska) and Richard Schweiker (R-Pa.) was adopted in place of the Church amendment, substantially narrowing the circumstances under which a job site would be exempted.) The AFL-CIO urged grass roots activities on this vote. For germaneness - Wrong. Against germaneness - Right."
1979,Senate,96,1,6,H.R.,4389,HR4389-96,Job Safety II,motion to table,1979-07-19,Agreed to,59,35,N,Y=Wrong; N=Right,195,https://voteview.com/rollcall/RS0960195,,7,"A second assault on federal job safety programs came when Sen. Dale Bumpers (D-Ark.) tried to exempt hazardous sand, gravel, and other surface mining operations from the training requirements of the Mine Safety & Health Act. The law currently mandates 24 hours of employee job safety training in these occupations. The key vote on the Bumpers amendment came when Sen. Harrison Williams (D-N.J.) attempted to modify, and thus sidetrack, the Bumpers amendment. This strategy was blocked on July 19 when Sen. Mark Hatfield (R-Ore.) persuaded the Senate to table the Williams modifier, 59-35. For tabling - Wrong. Against tabling - Right."
1979,Senate,96,1,7,H.R.,4389,HR4389-96,Jobs for the Unemployed,motion to table,1979-07-20,Agreed to,50,43,Y,Y=Right; N=Wrong,199,https://voteview.com/rollcall/RS0960199,,7,"A major weapon against high unemployment is the federally funded public service jobs program under the Comprehensive Employment & Training Act (CETA). Title VI of CETA provides an important counter-cyclical component that adds funding for jobs when the unemployment rates increase. In 1979, about a half-million jobs were funded under the counter-cyclical program. CETA became a target of conservatives who sought to cut federal spending at the expense of the unemployed. During debate on a Labor Dept. funding bill, Sen. Lawton Chiles (D-Fla.) tried to slash $505 million from counter-cyclical job funds. This would have cut the program to 100,000 jobs by the end of the fiscal year. The Senate rejected this amendment by agreeing to a tabling motion by Sen. Warren Magnuson (D-Wash.) 50-43, on July 20. The AFL-CIO urged grass roots activities on this vote. For tabling - Right. Against tabling - Wrong."
1979,Senate,96,1,8,S.,737,S737-96,Energy I - Alaskan Oil Exports,motion to table,1979-07-21,Agreed to,52,30,Y,Y=Right; N=Wrong,206,https://voteview.com/rollcall/RS0960206,,7,"The energy crisis of 1979 could have gotten far worse had the Congress approved a proposal to allow the oil industry to export Alaskan oil. The export of Alaskan oil would have saved oil companies transportation costs but would have done nothing to lower U.S. oil prices. The proposal would have chilled new U.S. refinery construction and potential for a California-Texas pipeline. The AFL-CIO and consumer groups vigorously fought this scheme at a time when oil and gas shortages were already driving up energy costs and threatening workers' living standards and the U.S. economy. The Senate addressed this issue in federal export policy legislation that contained restrictions on the export of Alaskan oil unless it benefitted U.S. consumers. An amendment by Sen. Ted Stevens (R-Alaska) to water down these safeguards was rejected as the Senate approved, 52-30, a tabling motion by Sen. Donald W. Riegle (D-Mich.) on July 21. The AFL-CIO urged grass roots activities on this vote. For tabling - Right. Against tabling - Wrong."
1979,Senate,96,1,9,H.R.,4388,HR4388-96,Energy II - Energy Development,amendment,1979-07-17,Rejected,46,51,N,Y=Wrong; N=Right,179,https://voteview.com/rollcall/RS0960179,,7,"If the United States is to become energy self-sufficient, all energy sources need to be developed so long as they are safe, clean and cost efficient. One of these sources is hydroelectric power - energy generated by water power - of which the Dickey-Lincoln Power Project is a key component. On the drawing board since 1965, the project along the St. John's River in Maine would provide low-cost, TVA-type power to the New England area and cut U.S. oil imports by 2.3 million barrels yearly. The project has been strongly opposed by private utility interests and environmental groups. During debate on an energy appropriations bill, Sen. William Cohen (R-Me.) tried to cut funds for continued development of the project. The Senate rejected his amendment, 46-51, on July 17. For - Wrong. Against - Right."
1979,Senate,96,1,10,H.R.,2534,HR2534-96,Balance the Federal Budget,motion to table,1979-03-26,Agreed to,46,44,Y,Y=Right; N=Wrong,20,https://voteview.com/rollcall/RS0960020,,7,"In the wake of the so-called tax revolt of 1978, conservatives attempted to prohibit deficit spending by forcing Congress to adopt a balanced federal budget, regardless of economic conditions. Without the option of deficit spending, recessions could easily turn into depressions as economic stimulus programs, including public works, public service jobs, mass transit, housing, etc., could lead to an unbalanced budget and, therefore, would be outlawed. A key fight on balancing the budget came during floor debate on a bill to increase the public debt ceiling. Sen. Robert Dole (R-Kan.) tried to prevent debt limit increases regardless of economic circumstances after 1980 unless the budget is balanced or a deficit is approved by a three-fifths vote of Congress. His amendment would give control over congressional economic programs to a legislative minority. The Senate killed the Dole amendment, 46-44, on a tabling motion by Sen. Russell Long (D-La.) on Mar. 26. For tabling - Right. Against tabling - Wrong."
1979,Senate,96,1,11,S.Con.Res.,36,SCONRES36-96,Federal Budget,motion to table,1979-09-19,Agreed to,57,41,Y,Y=Right; N=Wrong,299,https://voteview.com/rollcall/RS0960299,"bill inferred from Voteview roll 299's own description, `TO TABLE THE BUMPERS AMENDMENT TO S. CON. RES. 36`",7,"The 1974 Budget Act created a congressional process to review and set federal spending goals. The initial step - the first budget resolution - establishes desired spending targets for the next fiscal year and must be enacted by May 15 of each year. The next step - the second budget resolution - sets the specific funding levels for the next fiscal year taking into account economic changes since the first budget resolution. During Senate debate on the second budget resolution, floor amendments to increase defense spending caused a $3.2 billion increase in the federal deficit. To eliminate this added deficit, Sen. Dale Bumpers (D-Ark.) proposed a $2.9 billion cut in spending other than defense, primarily reducing social programs. The AFL-CIO opposes any such ""guns-or-butter"" transfer amendment which would sacrifice one program, be it social needs or national defense, at the expense of the other. The Senate voted 57-41 to table the Bumpers amendment on Sept. 19. For tabling - Right. Against tabling - Wrong."
1979,Senate,96,1,12,H.R.,2283,HR2283-96,Waste in Government,amendment,1979-04-02,Rejected,28,56,Y,Y=Right; N=Wrong,34,https://voteview.com/rollcall/RS0960034,,7,"A major example of waste in government spending occurs when industry collects excessive profits on Defense Dept. contracts. To stop business from defrauding the taxpayer and to recover overcharges, Congress established the Renegotiation Board in 1951. Since its creation, the board has made overcharge determinations resulting in federal savings of $1.3 billion. In fiscal 1978 alone over $34 million in excess profits were uncovered. For years, big business has sought to eliminate this effective watchdog agency. Despite their calls for reductions in wasteful federal spending, the Chamber of Commerce, National Association of Manufacturers and other allies succeeded, in 1979, in cutting off funds for the board. A last gasp effort by Sen. William Proxmire (D-Wis.) to provide interim funding was rejected, 28-56, on Apr. 2. When the Renegotiation Board went out of business, 6,000 cases were still pending, of which 11 alone amounted to claims of over $11 million in taxpayers' funds. For - Right. Against - Wrong."
1979,Senate,96,1,13,H.R.,4394,HR4394-96,Housing,amendment,1979-07-27,Rejected,36,52,N,Y=Wrong; N=Right,231,https://voteview.com/rollcall/RS0960231,,7,"Low and middle-income families have been hardest hit by spiraling housing costs and mortgage interest rates. Many workers are either priced out of the market altogether or face the prospect of spending up to 50 percent of their income on housing. The federal government has a variety of subsidized housing and rental assistance programs to bring monthly housing payments within reach of average-income families. However, amid congressional efforts to cut back federal spending, subsidized housing programs to help the needy were targeted by the budget-cutters. Sen. William Proxmire (D-Wis.) attempted to slash $700 million in appropriations to subsidized housing for fiscal 1980. The Senate on July 27 rejected the amendment, 36-52. The AFL-CIO urged grass roots activities on this vote. For - Wrong. Against - Right."
1979,Senate,96,1,14,S.Con.Res.,22,SCONRES22-96,Food Stamps,amendment,1979-04-25,Rejected,30,61,N,Y=Wrong; N=Right,49,https://voteview.com/rollcall/RS0960049,"bill inferred from Voteview roll 49's own description, `TO AMEND S. CON. RES. 22`",7,"The food stamp program has been the major federal weapon in the war on hunger. By the end of 1978, the program was helping some 15.6 million poor people. However, 1977 legislation rewrote the original food stamp law and clamped a short-sighted spending lid on the program. Legislators had underestimated the current number of eligible poor people and failed to anticipate the skyrocketing cost of food over the last few years. Keeping an unrealistic spending lid on the program threatened to cut off food assistance to the hungry. The Senate Budget Committee recognized this need and removed the funding cap from its version of the first budget resolution. An attempt by Sen. Richard Lugar (R-Ind.) to restore the cap, thus cutting over $1 billion from the program, was rejected by the Senate, 30-61, on Apr. 25. For - Wrong. Against - Right."
